autor,numero_episodio,titulo_episodio,cita,orden_cita,temporada
Rachel,21,El pollito y el pato,Realmente lo hago.,238,3
Ross,21,El pollito y el pato,"Está bien, voy a buscar tu abrigo y luego te subiré a un taxi.",239,3
Rachel,21,El pollito y el pato,"Bueno. Oh, espera, espera, espera, ¿no vas a venir conmigo?",240,3
Ross,21,El pollito y el pato,(Piensa en ello) Por supuesto que sí. Sólo tengo que hacer una llamada.,241,3
Rachel,21,El pollito y el pato,Bueno.,242,3
Ross,21,El pollito y el pato,¿Bueno? (va a la sala),243,3
Rachel,21,El pollito y el pato,Gracias. (Va a quitarse el maquillaje y grita de dolor) ¡¡¡Ay!!!! ¡Dios!,244,3
Ross,21,El pollito y el pato,"(entra corriendo) ¡¿Qué?! Yo, ¿qué pasa?",245,3
Rachel,21,El pollito y el pato,"Lo siento, pero no puedo ir al hospital con este aspecto.",246,3
Monica,21,El pollito y el pato,¿Implica viajar?,247,3
Phoebe,21,El pollito y el pato,¡No!,248,3
Monica,21,El pollito y el pato,¿Se trata de zuecos?,249,3
Phoebe,21,El pollito y el pato,"Ah, espera, espera. ¿Zuecos o garras?",250,3
Monica,21,El pollito y el pato,Zuecos.,251,3
Phoebe,21,El pollito y el pato,No.,252,3
Monica,21,El pollito y el pato,¡¿Garras?!,253,3
Phoebe,21,El pollito y el pato,No.,254,3
Monica,21,El pollito y el pato,"Bien, entonces no involucra a Ross, Rachel, Chandler o Joey. Pero ¿qué pasa con Pete?",255,3
Phoebe,21,El pollito y el pato,(Sacudiendo la cabeza sí) ¡No!,256,3
Monica,21,El pollito y el pato,¡¿Qué es?! ¿Qué pasa con Pete?,257,3
Phoebe,21,El pollito y el pato,¡No lo sé! (señala frenéticamente a Mónica),258,3
Monica,21,El pollito y el pato,"Vale, siento que estoy hablando con Lassie. Muy bien, Phoebe, ¿podrías decírmelo?",259,3
Phoebe,21,El pollito y el pato,¡¡No puedo!!,260,3
Monica,21,El pollito y el pato,"Está bien, me tengo que ir. (se levanta)",261,3
Phoebe,21,El pollito y el pato,"¡Yo, pero estás tan cerca! ¡No!",262,3
Monica,21,El pollito y el pato,"Bien, ¿tiene algo que ver con la empresa de informática de Pete?",263,3
Phoebe,21,El pollito y el pato,"Ah, sólo vete. ¡Nunca lo conseguirás!",264,3
Chandler,21,El pollito y el pato,"Lo sé. Mira, sí. Esa es Yasmine Bleeth, es un tipo de chica completamente diferente. Los amo a ambos. Pero de maneras muy diferentes.",265,3
Joey,21,El pollito y el pato,(entrando) ¡Oye!,266,3
Chandler,21,El pollito y el pato,¡Ey!,267,3
Joey,21,El pollito y el pato,(ve que está viendo Baywatch) Ohhh. (ve que todavía tiene el pollito) ¡Ahh! ¡¿Qué estás haciendo?! Pensé que la llevarías de regreso a la tienda hoy.,268,3
Chandler,21,El pollito y el pato,¡Hice! ¡Pero la tienda no la aceptaría de nuevo! Entonces la llevé al refugio y ¿sabes lo que descubrí?,269,3
Chandler,21,El pollito y el pato,"¡Si no pueden encontrarle un hogar, la matan! ¡Y no voy a permitir que eso le pase a la pequeña Yasmine!",270,3
Joey,21,El pollito y el pato,"Vale, bien, bien, bien, porque, bien, porque yo también estaba teniendo dudas.",271,3
Chandler,21,El pollito y el pato,"Bueno. Y no se trata sólo de chicas, ¿sabes? ¡Son todo tipo de otros animales!",272,3
Joey,21,El pollito y el pato,"¡Eso es horrible! Bueno, hiciste lo correcto, hombre.",273,3
Chandler,21,El pollito y el pato,"Gracias, me alegra que lo veas así.",274,3
Chandler,21,El pollito y el pato,"¡Ohhh-hoo, historia divertida!",275,3
Monica,21,El pollito y el pato,"¡No lo creo! ¡Guau, mira este refrigerador! ¡Es gigantesco! ¡Quiero decir que podría vivir en esta cosa! Tendría frío, pero siempre tengo frío. ¡Dios mío, mira estos quemadores de arañas! Me encantan los quemadores de arañas.",276,3
Pete,21,El pollito y el pato,¿Entonces te gusta?,277,3
Monica,21,El pollito y el pato,"Oh, es muuuy perfecto. Muchas gracias. (corre y lo abraza)",278,3
Pete,21,El pollito y el pato,"Oh, de nada. (Respira hondo)",279,3
Monica,21,El pollito y el pato,¿Acabas de oler mi pelo?,280,3
Pete,21,El pollito y el pato,"Nooo. Ajá, de ninguna manera. ¿Qué? No.",281,3
Monica,21,El pollito y el pato,Oh Dios.,282,3
Pete,21,El pollito y el pato,¿Qué?,283,3
Monica,21,El pollito y el pato,"Todavía sientes algo por mí, ¿no?",284,3
Pete,21,El pollito y el pato,"¡Ahora no! Sólo estoy entusiasmado con el restaurante, eso es todo.",285,3
Monica,21,El pollito y el pato,Pete.,286,3
Pete,21,El pollito y el pato,"Está bien, te amo. ¿Es eso tan malo?",287,3
Monica,21,El pollito y el pato,"No, no está mal. No está nada mal. Es-es realmente lindo.",288,3
Pete,21,El pollito y el pato,"Mira, el único que puede salir lastimado soy yo. Y estoy bien con eso.",289,3
Monica,21,El pollito y el pato,"Puede que a ti te parezca bien que te lastimen, pero a mí no me parece bien ser yo quien te lastime. Por eso no puedo aceptar este trabajo.",290,3
Pete,21,El pollito y el pato,¿Qué?,291,3
Monica,21,El pollito y el pato,"Y bueno, probablemente no deberíamos vernos más. Lo siento.",292,3
Pete,21,El pollito y el pato,"Está bien, sí. Quiero decir... Si eso es, si eso es realmente lo que quieres, está bien.",293,3
Monica,21,El pollito y el pato,"Vale, adiós.",294,3
Pete,21,El pollito y el pato,Lamento que las cosas no hayan funcionado...,295,3
Monica,21,El pollito y el pato,"Muy bien, cállate por un segundo y déjame ver algo. (Ella le devuelve el beso en los labios) ¡Oh, guau! (Luego se abrazan y besan muy apasionadamente.)",296,3
Rachel,21,El pollito y el pato,"Está bien, me dirías la verdad. ¿Bien?",297,3
Ross,21,El pollito y el pato,"Rach, no puedes parecer gorda en una radiografía.",298,3
Rachel,21,El pollito y el pato,Bueno.,299,3
Chandler,21,El pollito y el pato,¡Bueno! ¡¡Ahora quédate aquí y piensa en lo que hiciste!!,300,3
Ross,21,El pollito y el pato,(a Chandler) Eso es un pato.,301,3
Chandler,21,El pollito y el pato,"¡¡¡Ese es un pato malo!!! (a Ross) ¿Cómo te fue esta noche, Ross?",302,3
Ross,21,El pollito y el pato,"Oh, fue, no, bueno...",303,3
Rachel,21,El pollito y el pato,¿Qué cosa? ¿Qué cosa?,304,3
Ross,21,El pollito y el pato,"Nada, ah había una cosa en el museo. Vamos. (entran en su apartamento) Tranquilo.",305,3
Chandler,21,El pollito y el pato,"(al pato) Bueno, ahora cuando regreses espero que recuerdes eso, ¡ese pollito no es un juguete! (Vuelve al apartamento)",306,3
Rachel,21,El pollito y el pato,¿Qué cosa? ¿Qué es esto?,307,3
Ross,21,El pollito y el pato,Se suponía que estaría en la televisión esta noche para The Discovery Channel.,308,3
Rachel,21,El pollito y el pato,¡Ay dios mío!,309,3
Ross,21,El pollito y el pato,Sí.,310,3
Rachel,21,El pollito y el pato,"Ross, ¿por qué no me dijiste eso?",311,3
Ross,21,El pollito y el pato,"Eh, porque sabía que si te lo decía, me harías ir, y sabía que necesitabas que alguien estuviera contigo esta noche. Vamos. Vamos.",312,3
Rachel,21,El pollito y el pato,No puedo creerte.,313,3
Ross,21,El pollito y el pato,¿Qué?,314,3
Rachel,21,El pollito y el pato,"Eso es lo más dulce, yo solo....",315,3
Ross,21,El pollito y el pato,(rompiendo el silencio) Deberías dormir un poco.,316,3
Rachel,21,El pollito y el pato,Bueno.,317,3
Ross,21,El pollito y el pato,"Entonces, yo umm...",318,3
Rachel,21,El pollito y el pato,"Oh, lamento haberte arruinado la velada.",319,3
Ross,21,El pollito y el pato,"No, eso es, no, siempre y cuando estés bien. Así que te veré mañana.",320,3
Rachel,21,El pollito y el pato,"Um-hmm, sí.",321,3
Rachel,21,El pollito y el pato,(Después de que cierra la puerta) Nos vemos.,322,3
Chandler,21,El pollito y el pato,(saliendo de su apartamento y viendo a Ross) ¿Qué hiciste?,323,3
Joey,21,El pollito y el pato,¿Qué hace cha?,325,3
Chandler,21,El pollito y el pato,Nadando.,326,3
Joey,21,El pollito y el pato,¿Qué pasa con el pollito?,327,3
Chandler,21,El pollito y el pato,Los polluelos no nadan.,328,3
Joey,21,El pollito y el pato,¿Está seguro?,329,3
Chandler,21,El pollito y el pato,No lo sé. ¿Deberíamos intentarlo?,330,3
Joey,21,El pollito y el pato,Seguro.,331,3
Chandler,21,El pollito y el pato,"Mira, te dije que no nadan. (Va a sacarlo)",332,3
Joey,21,El pollito y el pato,(deteniéndolo) Espera. Dale un minuto.,333,3
Chandler,21,El pollito y el pato,"¡No! (lo saca) Oh, está bien, está bien, cariño, cariño, cariño.",334,3
Rachel,22,El que grita,"Oh, Phoebe, ¿sigues en espera? Se suponía que debía llamar a mi papá hace como dos horas.",0,3
Phoebe,22,El que grita,"Oh, sí, interrumpió, dijo que lo llames tan pronto como tengas la oportunidad, está en Flimby's.",1,3
Rachel,22,El que grita,¿Qué es Flimby?,2,3
Phoebe,22,El que grita,"Oh, sí, esa es la palabra que uso cuando no puedo recordar la cosa real.",3,3
Rachel,22,El que grita,Bueno. ¡Colgar! ¡Eso es todo! ¡Vamos!,4,3
Phoebe,22,El que grita,"¡No! Rachel, eso es lo que quieren que haga. Mi garantía vence mañana, si no logro comunicarme, ¡no arreglarán mi teléfono roto y de mierda gratis! ¡No podemos dejar que ganen! ¡Somos nosotros contra ellos!",5,3
Chandler,22,El que grita,¡¡Sí!!,6,3
Joey,22,El que grita,(entrando) Oye.,7,3
All,22,El que grita,Ey.,8,3
Joey,22,El que grita,"Eh, escucha, tengo que volver a comprobar si hay entradas para esta noche. ¿Quién consiguió qué?",9,3
"Chandler, Phoebe, and Rachel",22,El que grita,Yo tuve uno.,10,3
Monica,22,El que grita,Necesito dos. Traigo a Pete. Mi novio. ¡Tengo novio ahora!,11,3
Joey,22,El que grita,"Dos hijo. Ross, ¿y tú?",12,3
Ross,22,El que grita,"Uh, sí, yo también necesito dos.",13,3
Monica,22,El que grita,¿En realidad? ¿Quién es el número dos?,14,3
Chandler,22,El que grita,¿Quién es el número dos? Uno de los juegos más difíciles que juegan los trabajadores de las alcantarillas.,15,3
Ross,22,El que grita,"Uh, no, es sólo esta persona.",16,3
Phoebe,22,El que grita,¿Te gusta una persona que sale con alguien (mira a Rachel)?,17,3
Ross,22,El que grita,"Sí, más o menos. Es esta mujer del trabajo. Espero que eso no sea demasiado extraño. ¿Lo será, Rach?",18,3
Rachel,22,El que grita,"No. No, para nada, para nada. De hecho, iba a traer a alguien yo mismo, así que",19,3
Joey,22,El que grita,Pero dijiste uno.,20,3
Rachel,22,El que grita,"Quiero decir, ¡yo más uno!",21,3
Joey,22,El que grita,Bueno. (a Phoebe y Chandler) ¿Se refieren a ustedes más uno?,22,3
Ross,22,El que grita,"Muy bien, te veré esta noche.",23,3
Joey,22,El que grita,Bueno.,24,3
Rachel,22,El que grita,"¡Está bien, adiós!",25,3
Chandler,22,El que grita,¡Adiós!,26,3
Monica,22,El que grita,¡Adiós!,27,3
Rachel,22,El que grita,"¡Está bien, necesito una cita! (corre a su habitación)",28,3
Joey,22,El que grita,"Oh, oigan, ¡por fin van a conocer a Kate!",29,3
All,22,El que grita,¡Oh!,30,3
Joey,22,El que grita,"(a Chandler) Y yo, ah, tomé prestada un poco de tu colonia. Espero que le guste.",31,3
Monica,22,El que grita,"Joey, ¿qué estás haciendo? Nunca va a suceder, ella está saliendo con alguien.",32,3
Chandler,22,el gritador,"Sí, y no tengo colonia.",33,3
Joey,22,El que grita,La botella verde al lado de la crema de afeitar.,34,3
Chandler,22,El que grita,¡Oh! Medicina contra las lombrices para el pato.,35,3
Monica,22,El que grita,(a Phoebe) Aquí tienes. Puedes usar esto. (le entrega un suéter),37,3
Phoebe,22,El que grita,¡Gracias!,38,3
Monica,22,El que grita,Ajá.,39,3
Phoebe,22,El que grita,"Bueno. (al teléfono) Ooh, estoy colgando el teléfono. (lo hace) ¡Pero sigo aquí! Simplemente no vayas a ningún lado. Todavía estoy aquí. (empieza a ponerse el suéter) No-no cambies ni nada, porque estoy, estoy aquí. (Se ha puesto el suéter por la cabeza, pero tiene la cabeza atrapada en una manga.) Sólo un segundo. ¡Un segundo! ¡¡Un segundo!! (Ahora está tratando frenéticamente de ponerse el suéter, mientras Mónica regresa del baño.) ¡Espera! ¡Un segundo! Sólo",40,3
Monica,22,El que grita,¿Phoebe?,41,3
Phoebe,22,El que grita,"¡¿Qué?! Monica, tengo miedo!!",42,3
Monica,22,El que grita,"Está bien. Cariño, eso es una manga. ¿Bueno?",43,3
Phoebe,22,El que grita,Sí.,44,3
Monica,22,El que grita,¡Y! También disponemos de altavoz. (Enciende el altavoz del teléfono.),45,3
Hold Voice,22,El que grita,"Por favor, permanezca en la línea. Su llamada es importante para nosotros.",46,3
Monica,22,El que grita,"Vale, espera, tienes que colgar porque vamos a llegar tarde.",47,3
Hold Voice,22,El que grita,"Gracias por su paciencia, usted es la próxima persona que llama.",48,3
Phoebe,22,El que grita,¡¡Sí!! ¡¡Sí!! ¡Soy la próxima persona que llama! Ibas a hacer que colgara.,49,3
Chandler,22,El que grita,"(entrando, llevando el pollito y el pato) ¡Oye! ¿Puedes llevar un pato y un pollito al teatro?",50,3
Monica,22,El que grita,Por supuesto que no.,51,3
Phoebe,22,El que grita,No.,52,3
Chandler,22,El que grita,Bueno. Sólo quería que lo escucharan de otra persona.,53,3
Ross,22,El que grita,"¡Hola, hola Rach!",54,3
Rachel,22,El que grita,¡Hola!,55,3
Ross,22,El que grita,¡Hola!,56,3
Rachel,22,El que grita,"¿Cómo estás? (Ella va a besarlo en la mejilla, pero se detiene debido a las citas y le da una palmada en el hombro.)",57,3
Ross,22,El que grita,Bien.,58,3
Rachel,22,El que grita,Ey.,59,3
Ross,22,El que grita,Entonces parece que somos los primeros aquí.,60,3
Rachel,22,El que grita,"Sí, parece de esa manera. ¡Los primeros aquí! ¡¡Guau!!",61,3
Ross,22,El que grita,¡¡Hurra!!,62,3
Rachel,22,El que grita,"¡Oh! Tommy, este es Ross. Ross, Tommy.",63,3
Tommy,22,El que grita,Ey.,64,3
Ross,22,El que grita,"Ey. Oh, lo siento, soy Cailin.",65,3
Ross,22,El que grita,¡Y! ¡¡Romper!!,66,3
Rachel,22,El que grita,"Está bien, uhh, creo que voy a correr al baño de mujeres.",67,3
Tommy,22,El que grita,Bueno.,68,3
Cailin,22,El que grita,Me uniré a ti.,69,3
Tommy,22,El que grita,Conseguiré nuestros asientos.,70,3
Ross,22,El que grita,"Bueno. (Las chicas se van.) (A Tommy) Entonces, bueno, esto... esto es, esto es incómodo.",71,3
Tommy,22,El que grita,¿Sí?,72,3
Ross,22,El que grita,"Bueno, ya sabes, porque Rachel y yo solíamos salir.",73,3
Tommy,22,El que grita,"Oh, no lo sabía, no lo sabía.",74,3
Ross,22,El que grita,"¡Oh! Bueno, entonces esto es incómodo. Entonces, ¿qué haces?",75,3
Tommy,22,El que grita,Creo que estamos aquí.,76,3
Ross,22,El que grita,¡Oh! Sí.,77,3
Tommy,22,El que grita,Sí.,78,3
Ross,22,El que grita,"Bueno. (ve a dos personas sentadas en sus asientos). Uh, eh. Disculpe, lo siento, creo que puede que esté en nuestros asientos.",79,3
Man,22,El que grita,"Umm, no, no lo creo.",80,3
Tommy,22,El que grita,¿Podemos echar un vistazo a tu billete?,81,3
Man,22,El que grita,Seguro. (Le entrega el billete.),82,3
Ross,22,El que grita,"(mirando el billete) ¡Sí! Sí, mira, esto dice D-13, y uh",83,3
Man,22,el gritador,"Oh, bueno pensé que ah",84,3
Tommy,22,El que grita,"Oh, pensaste, ¿eh? Sí, bueno, eso realmente no funcionó muy bien para ti, ¿verdad, idiota? ¡¿Qué vas a?! ¡¡Un idiota!! ¡¿Eh?! ¡Dice D-13! ¡¿Bueno?! ¡¡Mira, estás rodeado de números pares!! ¿Eso te dio alguna pista?",85,3
Man,22,El que grita,"Uh, el acomodador nos dijo que fuéramos",86,3
Tommy,22,El que grita,"¡Oh! ¡Oh! ¡El ujier debe tener razón! ¡Qué, con todo ese entrenamiento por el que pasan! ¡¡Salir!! (Empiezan a salir.) ¡Aquí! (Le devuelve el billete.) (A Ross, con calma) Oye, ¿quieres el pasillo?",87,3
Ross,22,El que grita,"No, estoy bien. (Se sienta, atónito.)",88,3
Chandler,22,El que grita,(viendo a Joey) ¡Ahí está!,89,3
Monica,22,El que grita,¡Ahí está nuestra estrella!,90,3
Joey,22,El que grita,"Entonces, entonces, ¿qué piensas?",91,3
Chandler,22,El que grita,Casi tan bueno como ese juego con las dos chicas desnudas en el balancín.,92,3
Joey,22,El que grita,Yo-yo no estaba en eso.,93,3
Chandler,22,El que grita,Lo sé.,94,3
Joey,22,El que grita,"(ve a Kate) ¡Oh, oh, oye, oye, Kate! Escucha, quiero que conozcas a todos. Todos, ella es Kate.",95,3
Monica,22,El que grita,¡Hola!,96,3
el director,22,El que grita,(interviniendo) Disculpe. Disculpe. (a Kate) ¡Cariño! (La besa.) ¡Ven! (Se van.),97,3
Chandler,22,El que grita,Entonces esa es la chica que te gusta.,98,3
Joey,22,El que grita,Sí.,99,3
Ross,22,El que grita,"(arrastra a Chandler hacia la mesa del buffet) ¡Te lo digo, este tipo con el que está Rachel está loco! ¿Bueno? ¡Le gritó viscosamente a completos desconocidos! ¡Creo que es una mala noticia!",100,3
Chandler,22,El que grita,"Espera un minuto, espera un minuto, ¿no te gusta el chico con el que sale Rachel? Bueno, eso es extraño.",101,3
Joey,22,El que grita,"Hola, Lauren. Uh, chicos, ella es la suplente de Kate, Lauren.",102,3
Rachel,22,El que grita,¡Hola!,103,3
Lauren,22,El que grita,Ey.,104,3
Rachel,22,El que grita,"Ey. Dios, me resultas tan familiar.",105,3
Lauren,22,El que grita,¡Oh sí! Me encontré contigo en el pasillo de tu edificio. Fue justo después de que me acosté con Joey. Me dejó al día siguiente.,106,3
Cailin,22,El que grita,Entonces. ¿Cómo se conocieron?,107,3
Pete,22,El que grita,"Bueno, la versión corta es que la perseguí durante un par de meses, luego le di un cheque por 20.000 dólares y ella era mía.",108,3
Monica,22,El que grita,"Sí, y en la versión larga, lo dejo por contarle a la gente la versión corta.",109,3
Estelle,22,El que grita,"Joey, cariño, ¡estuviste fabuloso!",110,3
Joey,22,El que grita,"Hola chicos, esta es mi agente, Estelle.",111,3
Estelle,22,El que grita,"Cómo estás. (a Rachel y Monica) ¡Oh, ustedes dos estuvieron excepcionales! (a Joey) ¿Tenían representación?",112,3
Joey,22,El que grita,"No, ellos no estaban en la obra.",113,3
Rachel,22,El que grita,No somos actores.,114,3
Estelle,22,El que grita,"¡Oh, qué vergüenza! Porque con su cara (señala a Mónica) y su pecho (señala a Rachel) realmente podría armar algo.",115,3
Chandler,22,El que grita,¿Me lo podría prestar?,116,3
Cailin,22,El que grita,(a Ross) ¡Hola! ¿Acuérdate de mí?,117,3
Ross,22,El que grita,"¡Hola! ¡Sí! Tommy está haciendo cola para ir al baño y alguien acaba de pasar delante de él, creo que va a estallar. (Está mirando muy atentamente)",118,3
Cailin,22,El que grita,"Ross, me voy.",119,3
Ross,22,El que grita,¿Ir? ¿Por qué?,120,3
Cailin,22,El que grita,No lo sé. Podría ser porque no tengo ganas de quedarme toda la noche esperando a un tipo que puede o no gritar.,121,3
